category,module_title,module_file,question_id,question_type,question,answers,answer_options
Pain,Back Pain Symptom Module,Pain/back_pain.md,BACK-3,Single choice,How did the pain start?,[ ] Suddenly [ ] Gradually [ ] After lifting [ ] After injury / fall [ ] No clear trigger [ ] Not sure,Suddenly; Gradually; After lifting; After injury / fall; No clear trigger; Not sure
Pain,Back Pain Symptom Module,Pain/back_pain.md,BACK-6,Multiple choice,Are any of these happening now?,[ ] New bowel / bladder control problem [ ] Numbness in groin area [ ] Unable to walk [ ] Major trauma [ ] Fever with severe back pain [ ] None,New bowel / bladder control problem; Numbness in groin area; Unable to walk; Major trauma; Fever with severe back pain; None
Pain,Chest Pain Symptom Module,Pain/chest_pain.md,CP-1,Multiple choice,Where do you feel the chest pain or tightness?,[ ] Left chest [ ] Middle chest [ ] Right chest [ ] Upper abdomen [ ] Back [ ] Not sure,Left chest; Middle chest; Right chest; Upper abdomen; Back; Not sure
Pain,Chest Pain Symptom Module,Pain/chest_pain.md,CP-2,Multiple choice,Does the discomfort move anywhere?,[ ] Left arm [ ] Right arm [ ] Jaw / neck [ ] Back [ ] Shoulder [ ] Nowhere,Left arm; Right arm; Jaw / neck; Back; Shoulder; Nowhere
Pain,Chest Pain Symptom Module,Pain/chest_pain.md,CP-3,Multiple choice,What does it feel like?,[ ] Pressure [ ] Tightness [ ] Sharp pain [ ] Burning [ ] Heart racing [ ] Not sure,Pressure; Tightness; Sharp pain; Burning; Heart racing; Not sure
Pain,Chest Pain Symptom Module,Pain/chest_pain.md,CP-6,Multiple choice,Are any of these happening now?,[ ] Severe chest pressure [ ] Trouble breathing [ ] Fainting [ ] Blue lips / face [ ] New irregular heartbeat [ ] None,Severe chest pressure; Trouble breathing; Fainting; Blue lips / face; New irregular heartbeat; None
Pain,Limb Pain And Swelling Symptom Module,Pain/limb_pain_swelling.md,LIMB-1,Multiple choice,Which area is affected?,[ ] Arm / hand [ ] Leg / foot [ ] Shoulder [ ] Hip [ ] Knee [ ] Multiple areas,Arm / hand; Leg / foot; Shoulder; Hip; Knee; Multiple areas
Pain,Limb Pain And Swelling Symptom Module,Pain/limb_pain_swelling.md,LIMB-2,Multiple choice,What is the main problem?,[ ] Pain [ ] Swelling [ ] Redness / warmth [ ] Numbness / tingling [ ] Trouble moving [ ] Not sure,Pain; Swelling; Redness / warmth; Numbness / tingling; Trouble moving; Not sure
Pain,Limb Pain And Swelling Symptom Module,Pain/limb_pain_swelling.md,LIMB-3,Single choice,How did it start?,[ ] Suddenly [ ] Gradually [ ] After injury [ ] After exercise [ ] No clear trigger [ ] Not sure,Suddenly; Gradually; After injury; After exercise; No clear trigger; Not sure
Pain,Limb Pain And Swelling Symptom Module,Pain/limb_pain_swelling.md,LIMB-6,Multiple choice,Are any of these happening now?,[ ] Sudden one-sided leg swelling [ ] Cold or pale limb [ ] Severe pain after injury [ ] New weakness / numbness [ ] Fever with swollen red area [ ] None,Sudden one-sided leg swelling; Cold or pale limb; Severe pain after injury; New weakness / numbness; Fever with swollen red area; None
Renal&GU,Azotemia And Urinary Abnormalities Symptom Module,Renal&GU/azotemia_urinary_abnormalities.md,AUA-1,Multiple choice,What urine change did you notice?,[ ] Less urine [ ] No urine [ ] Foamy urine [ ] Dark urine [ ] Blood in urine [ ] Not sure,Less urine; No urine; Foamy urine; Dark urine; Blood in urine; Not sure
Renal&GU,Azotemia And Urinary Abnormalities Symptom Module,Renal&GU/azotemia_urinary_abnormalities.md,AUA-3,Multiple choice,How is your fluid intake or swelling?,[ ] Drinking less [ ] Vomiting / diarrhea [ ] Leg swelling [ ] Face swelling [ ] Normal intake [ ] Not sure,Drinking less; Vomiting / diarrhea; Leg swelling; Face swelling; Normal intake; Not sure
Renal&GU,Azotemia And Urinary Abnormalities Symptom Module,Renal&GU/azotemia_urinary_abnormalities.md,AUA-5,Multiple choice,Are any of these happening now?,[ ] No urine today [ ] Trouble breathing with swelling [ ] Confusion [ ] Severe weakness [ ] Very abnormal kiosk vital sign [ ] None,No urine today; Trouble breathing with swelling; Confusion; Severe weakness; Very abnormal kiosk vital sign; None
Renal&GU,Dysuria Bladder Pain And Bladder Pain Syndrome Symptom Module,Renal&GU/dysuria_bladder_pain.md,DBP-1,Multiple choice,What urinary or bladder symptom do you have?,[ ] Burning with urination [ ] Bladder / pelvic pain [ ] Frequency [ ] Urgency [ ] Pain improves after urination [ ] Not sure,Burning with urination; Bladder / pelvic pain; Frequency; Urgency; Pain improves after urination; Not sure
Renal&GU,Dysuria Bladder Pain And Bladder Pain Syndrome Symptom Module,Renal&GU/dysuria_bladder_pain.md,DBP-3,Multiple choice,Do you have any of these symptoms?,[ ] Fever [ ] Chills [ ] Back / flank pain [ ] Blood in urine [ ] Nausea / vomiting [ ] None,Fever; Chills; Back / flank pain; Blood in urine; Nausea / vomiting; None
Renal&GU,Dysuria Bladder Pain And Bladder Pain Syndrome Symptom Module,Renal&GU/dysuria_bladder_pain.md,DBP-5,Multiple choice,Are any of these happening now?,[ ] Fever with flank pain [ ] Unable to urinate [ ] Severe pain [ ] Pregnancy possible [ ] Confusion / severe weakness [ ] None,Fever with flank pain; Unable to urinate; Severe pain; Pregnancy possible; Confusion / severe weakness; None
Renal&GU,Fluid And Electrolyte Disturbances Symptom Module,Renal&GU/fluid_electrolyte_disturbances.md,FED-1,Multiple choice,What concern do you have?,[ ] Dehydration concern [ ] Swelling / fluid overload [ ] Muscle cramps [ ] Severe thirst [ ] Abnormal lab told by clinician [ ] Not sure,Dehydration concern; Swelling / fluid overload; Muscle cramps; Severe thirst; Abnormal lab told by clinician; Not sure
Renal&GU,Fluid And Electrolyte Disturbances Symptom Module,Renal&GU/fluid_electrolyte_disturbances.md,FED-2,Multiple choice,Has any of this happened recently?,[ ] Vomiting [ ] Diarrhea [ ] Heavy sweating [ ] Drinking much less [ ] Taking water pills / diuretics [ ] None,Vomiting; Diarrhea; Heavy sweating; Drinking much less; Taking water pills / diuretics; None
Renal&GU,Fluid And Electrolyte Disturbances Symptom Module,Renal&GU/fluid_electrolyte_disturbances.md,FED-3,Multiple choice,How is your urination?,[ ] Normal [ ] Less than usual [ ] Very frequent [ ] Very dark urine [ ] No urine today [ ] Not sure,Normal; Less than usual; Very frequent; Very dark urine; No urine today; Not sure
Renal&GU,Fluid And Electrolyte Disturbances Symptom Module,Renal&GU/fluid_electrolyte_disturbances.md,FED-5,Multiple choice,Are any of these happening now?,[ ] Confusion [ ] Fainting [ ] Severe weakness [ ] Trouble breathing [ ] No urine today [ ] None,Confusion; Fainting; Severe weakness; Trouble breathing; No urine today; None
Renal&GU,Urinary Symptoms Module,Renal&GU/urinary_symptoms.md,URN-1,Multiple choice,What urinary symptoms do you have?,[ ] Pain or burning [ ] Frequent urination [ ] Urgency [ ] Blood in urine [ ] Trouble urinating [ ] None,Pain or burning; Frequent urination; Urgency; Blood in urine; Trouble urinating; None
Renal&GU,Urinary Symptoms Module,Renal&GU/urinary_symptoms.md,URN-2,Multiple choice,Do you have pain in any of these areas?,[ ] Lower abdomen [ ] Back / flank [ ] Pelvis [ ] Genital area [ ] No pain [ ] Not sure,Lower abdomen; Back / flank; Pelvis; Genital area; No pain; Not sure
Renal&GU,Urinary Symptoms Module,Renal&GU/urinary_symptoms.md,URN-3,Multiple choice,Do you have any of these symptoms?,[ ] Fever [ ] Chills [ ] Nausea / vomiting [ ] New discharge [ ] Rash / sores [ ] None,Fever; Chills; Nausea / vomiting; New discharge; Rash / sores; None
Renal&GU,Urinary Symptoms Module,Renal&GU/urinary_symptoms.md,URN-6,Multiple choice,Are any of these happening now?,[ ] Fever with flank pain [ ] Unable to urinate [ ] Severe pain [ ] Pregnancy possible [ ] Confusion / severe weakness [ ] None,Fever with flank pain; Unable to urinate; Severe pain; Pregnancy possible; Confusion / severe weakness; None
Respiratory,Hemoptysis Symptom Module,Respiratory/hemoptysis.md,HEMOP-1,Single choice,How much blood did you cough up?,[ ] Streaks in sputum [ ] Small teaspoon amount [ ] More than a teaspoon [ ] Repeated clots [ ] Not sure,Streaks in sputum; Small teaspoon amount; More than a teaspoon; Repeated clots; Not sure
Respiratory,Hemoptysis Symptom Module,Respiratory/hemoptysis.md,HEMOP-2,Single choice,When did it start?,[ ] Just now [ ] Today [ ] 1-3 days ago [ ] More than 3 days ago [ ] Not sure,Just now; Today; 1-3 days ago; More than 3 days ago; Not sure
Respiratory,Hemoptysis Symptom Module,Respiratory/hemoptysis.md,HEMOP-3,Multiple choice,Do you have any of these symptoms?,[ ] Shortness of breath [ ] Chest pain [ ] Fever / chills [ ] Weight loss [ ] Nosebleed / mouth bleeding [ ] None,Shortness of breath; Chest pain; Fever / chills; Weight loss; Nosebleed / mouth bleeding; None
Respiratory,Hemoptysis Symptom Module,Respiratory/hemoptysis.md,HEMOP-5,Multiple choice,Are any of these happening now?,[ ] Large amount of blood [ ] Trouble breathing [ ] Chest pain [ ] Fainting / severe weakness [ ] Low SpO2 on kiosk [ ] None,Large amount of blood; Trouble breathing; Chest pain; Fainting / severe weakness; Low SpO2 on kiosk; None
Respiratory,Hypoxia And Cyanosis Symptom Module,Respiratory/hypoxia_cyanosis.md,HYP-1,Multiple choice,What was noticed?,[ ] Trouble breathing [ ] Blue lips / face [ ] Blue fingers / toes  [ ] Not sure,Trouble breathing; Blue lips / face; Blue fingers / toes; Not sure
Respiratory,Hypoxia And Cyanosis Symptom Module,Respiratory/hypoxia_cyanosis.md,HYP-2,Multiple choice,How is breathing right now?,[ ] Normal [ ] Mild shortness of breath [ ] Short of breath while walking [ ] Short of breath at rest [ ] Cannot speak full sentences [ ] Not sure,Normal; Mild shortness of breath; Short of breath while walking; Short of breath at rest; Cannot speak full sentences; Not sure
Respiratory,Hypoxia And Cyanosis Symptom Module,Respiratory/hypoxia_cyanosis.md,HYP-3,Single choice,When did this start?,[ ] Suddenly [ ] Today [ ] 1-3 days ago [ ] Longer than 3 days [ ] Not sure,Suddenly; Today; 1-3 days ago; Longer than 3 days; Not sure
Respiratory,Hypoxia And Cyanosis Symptom Module,Respiratory/hypoxia_cyanosis.md,HYP-4,Multiple choice,Do you have any of these?,[ ] COPD / emphysema [ ] Asthma [ ] Chronic lung disease / pulmonary fibrosis [ ] Heart failure [ ] Usually use home oxygen [ ] Usually have low oxygen saturation [ ] None [ ] Not sure,COPD / emphysema; Asthma; Chronic lung disease / pulmonary fibrosis; Heart failure; Usually use home oxygen; Usually have low oxygen saturation; None; Not sure
Respiratory,Hypoxia And Cyanosis Symptom Module,Respiratory/hypoxia_cyanosis.md,HYP-5,Multiple choice,Are any of these happening now?,[ ] Confusion [ ] Severe chest pain [ ] Severe trouble breathing [ ] None,Confusion; Severe chest pain; Severe trouble breathing; None
Respiratory,Respiratory Depression And Drowsiness Symptom Module,Respiratory/respiratory_depression_drowsiness.md,RDEP-2,Multiple choice,How is your breathing right now?,[ ] Normal [ ] Slow breathing noticed [ ] Hard to catch my breath [ ] Breathing pauses noticed [ ] Not sure,Normal; Slow breathing noticed; Hard to catch my breath; Breathing pauses noticed; Not sure
Respiratory,Respiratory Depression And Drowsiness Symptom Module,Respiratory/respiratory_depression_drowsiness.md,RDEP-6,Multiple choice,Are any of these happening now?,[ ] Confusion [ ] Trouble breathing [ ] Blue lips or face [ ] Very low respiratory rate on kiosk [ ] None,Confusion; Trouble breathing; Blue lips or face; Very low respiratory rate on kiosk; None
Respiratory,Shortness Of Breath Symptom Module,Respiratory/shortness_of_breath.md,SOB-1,Single choice,How is your breathing right now?,[ ] Normal now [ ] Mild shortness of breath [ ] Short of breath while walking [ ] Short of breath while speaking [ ] Short of breath at rest [ ] Not sure,Normal now; Mild shortness of breath; Short of breath while walking; Short of breath while speaking; Short of breath at rest; Not sure
Respiratory,Shortness Of Breath Symptom Module,Respiratory/shortness_of_breath.md,SOB-2,Single choice,How did the breathing problem start?,[ ] Suddenly [ ] Gradually [ ] After exercise [ ] After choking / aspiration concern [ ] After injury [ ] Not sure,Suddenly; Gradually; After exercise; After choking / aspiration concern; After injury; Not sure
Respiratory,Shortness Of Breath Symptom Module,Respiratory/shortness_of_breath.md,SOB-6,Multiple choice,Are any of these happening now?,[ ] Trouble speaking full sentences [ ] Blue lips / face [ ] Severe chest pain [ ] Fainting or nearly fainting [ ] Very low SpO2 on kiosk [ ] None,Trouble speaking full sentences; Blue lips / face; Severe chest pain; Fainting or nearly fainting; Very low SpO2 on kiosk; None
Respiratory,Upper Respiratory Symptom Module,Respiratory/upper_respiratory.md,URI-1,Multiple choice,What symptoms do you have?,[ ] Cough [ ] Sore throat [ ] Runny nose [ ] Nasal congestion [ ] Fever [ ] Body aches,Cough; Sore throat; Runny nose; Nasal congestion; Fever; Body aches
Respiratory,Upper Respiratory Symptom Module,Respiratory/upper_respiratory.md,URI-2,Multiple choice,What is your cough like?,[ ] Dry [ ] With phlegm [ ] Bloody phlegm [ ] Barking / harsh [ ] No cough [ ] Not sure,Dry; With phlegm; Bloody phlegm; Barking / harsh; No cough; Not sure
Respiratory,Upper Respiratory Symptom Module,Respiratory/upper_respiratory.md,URI-3,Multiple choice,How is your breathing?,[ ] Normal [ ] Mild shortness of breath [ ] Short of breath while walking [ ] Short of breath at rest [ ] Wheezing [ ] Not sure,Normal; Mild shortness of breath; Short of breath while walking; Short of breath at rest; Wheezing; Not sure
Respiratory,Upper Respiratory Symptom Module,Respiratory/upper_respiratory.md,URI-6,Multiple choice,Are any of these happening now?,[ ] Trouble breathing at rest [ ] Chest pain [ ] Blue lips / face [ ] Confusion [ ] Coughing blood [ ] None,Trouble breathing at rest; Chest pain; Blue lips / face; Confusion; Coughing blood; None
Skin,Skin Infection Symptom Module,Skin/skin_infection.md,SKIN-1,Multiple choice,Where is the skin problem?,[ ] Face [ ] Arm / hand [ ] Leg / foot [ ] Trunk [ ] Groin [ ] Multiple areas,Face; Arm / hand; Leg / foot; Trunk; Groin; Multiple areas
Skin,Skin Infection Symptom Module,Skin/skin_infection.md,SKIN-2,Multiple choice,What does it look like?,[ ] Red [ ] Swollen [ ] Warm [ ] Pus / drainage [ ] Blister [ ] Open wound,Red; Swollen; Warm; Pus / drainage; Blister; Open wound
Skin,Skin Infection Symptom Module,Skin/skin_infection.md,SKIN-3,Multiple choice,What does it feel like?,[ ] Painful [ ] Itchy [ ] Tender to touch [ ] Numb [ ] No discomfort [ ] Not sure,Painful; Itchy; Tender to touch; Numb; No discomfort; Not sure
Skin,Skin Infection Symptom Module,Skin/skin_infection.md,SKIN-6,Multiple choice,Are any of these happening now?,[ ] Fever / chills [ ] Rapid spreading [ ] Severe pain [ ] Black or purple skin [ ] Confusion / weakness [ ] None,Fever / chills; Rapid spreading; Severe pain; Black or purple skin; Confusion / weakness; None
Trauma,Trauma Symptom Module,Trauma/trauma.md,TRM-1,Multiple choice,What happened?,[ ] Fall [ ] Traffic accident [ ] Sports injury [ ] Cut injury [ ] Hit by object [ ] Other injury,Fall; Traffic accident; Sports injury; Cut injury; Hit by object; Other injury
Trauma,Trauma Symptom Module,Trauma/trauma.md,TRM-2,Multiple choice,Which body area is injured?,[ ] Head / face [ ] Neck [ ] Chest [ ] Abdomen [ ] Back [ ] Arm / leg,Head / face; Neck; Chest; Abdomen; Back; Arm / leg
Trauma,Trauma Symptom Module,Trauma/trauma.md,TRM-3,Single choice,When did the injury happen?,[ ] Just now [ ] Within 1 hour [ ] Today [ ] Yesterday [ ] More than 1 day ago [ ] Not sure,Just now; Within 1 hour; Today; Yesterday; More than 1 day ago; Not sure
Trauma,Trauma Symptom Module,Trauma/trauma.md,TRM-6,Multiple choice,Are any of these happening now?,[ ] Loss of consciousness [ ] Severe bleeding [ ] Trouble breathing [ ] Severe neck / back pain [ ] Open fracture concern [ ] None,Loss of consciousness; Severe bleeding; Trouble breathing; Severe neck / back pain; Open fracture concern; None
,Allergy Symptom Module,allergy.md,ALG-1,Multiple choice,What may have caused the reaction?,[ ] Food [ ] Medicine [ ] Insect sting / bite [ ] Skin contact [ ] Unknown [ ] Other,Food; Medicine; Insect sting / bite; Skin contact; Unknown; Other
,Allergy Symptom Module,allergy.md,ALG-2,Single choice,When did symptoms start after exposure?,[ ] Within minutes [ ] Within 1 hour [ ] Same day [ ] Next day [ ] Not sure,Within minutes; Within 1 hour; Same day; Next day; Not sure
,Allergy Symptom Module,allergy.md,ALG-3,Multiple choice,What skin symptoms do you have?,[ ] Hives [ ] Rash [ ] Itching [ ] Swelling [ ] No skin symptoms [ ] Not sure,Hives; Rash; Itching; Swelling; No skin symptoms; Not sure
,Allergy Symptom Module,allergy.md,ALG-6,Multiple choice,Are any of these happening now?,[ ] Trouble breathing [ ] Throat / tongue swelling [ ] Feeling faint [ ] Repeated vomiting [ ] Rapidly worsening symptoms [ ] None,Trouble breathing; Throat / tongue swelling; Feeling faint; Repeated vomiting; Rapidly worsening symptoms; None
,Chronic Follow-Up Symptom Module,chronic_follow_up.md,CHR-1,Multiple choice,What is the main reason for today's visit?,[ ] Routine follow-up [ ] Medication refill [ ] New symptom [ ] Symptom flare-up [ ] Lab / report review [ ] Other,Routine follow-up; Medication refill; New symptom; Symptom flare-up; Lab / report review; Other
,Chronic Follow-Up Symptom Module,chronic_follow_up.md,CHR-2,Multiple choice,Which condition is this visit related to?,[ ] High blood pressure [ ] Diabetes [ ] Heart disease [ ] Asthma / COPD [ ] Stroke history [ ] Other chronic condition,High blood pressure; Diabetes; Heart disease; Asthma / COPD; Stroke history; Other chronic condition
,Chronic Follow-Up Symptom Module,chronic_follow_up.md,CHR-3,Multiple choice,How are you taking your regular medicine?,[ ] Taking as prescribed [ ] Missed some doses [ ] Stopped medicine [ ] Changed dose myself [ ] Not taking medicine [ ] Not sure,Taking as prescribed; Missed some doses; Stopped medicine; Changed dose myself; Not taking medicine; Not sure
,Chronic Follow-Up Symptom Module,chronic_follow_up.md,CHR-6,Multiple choice,Are any of these happening now?,[ ] Severe chest pain [ ] Trouble breathing [ ] Fainting [ ] Confusion [ ] Very abnormal kiosk vital sign [ ] None,Severe chest pain; Trouble breathing; Fainting; Confusion; Very abnormal kiosk vital sign; None
